LABID,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype.x,Source,Year,ErmB,ErmG,ErmT,linB,lnuB,lnuC,lsaE,vgaLC,mefA,mel,parC,tet44,tetM,tetO,tetW,tet40,tetL,tetOW32O,ANT4Ib,ANT6Ia,ANT6Ib,ANT6Ib1,ANT9Ia,APH3IIIa,ANT1,aadE1,aadE2,dfr:1,dfr:2,dfrF,dfrK,folP,cat1,blaZ,pbp2B,pbp2X:1,pbp2X:2,pbp2X:3,mraY
876_6C,6,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
01ZN_ST222,1,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
01ZN_TG183,1,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
01ZN_TG187,1,4,Lola_Vietnam,SYS-OTHER,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
01ZN_TG189,1,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM178a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM190a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM191a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM197a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM198a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM203a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM209a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM211a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM213a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM216a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM224C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM228C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM231a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM237a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM241a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM251C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM253a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM257a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM264a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM272C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM278a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM303a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM308a,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM315C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM321C,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM329B,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2003,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX90_2,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX77_1,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX74,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX540_1,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX478,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
FX28_2,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX109,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX14,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX50_2,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2006,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX507_1,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX543_1,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
FX419,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
FX415_6,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX230,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX275,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX328_4,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
FX428_1,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FX211,1,4,Lola_Vietnam,NON-CLINICAL,2,Pig,2007,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BM407,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2004,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS38,1,4,Lola_Vietnam,SYS-BRAIN,2,Human,2006,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
